"---","SkeletalMesh","StaticMesh","LoopingAnimation","AlertAnimation","RunAnimation","MeshRelativeLocation","MeshRelativeRotation","MeshRelativeScale","bLoopAnimation","bAutoGroundToActorOrigin"
"Companion_13_Beachgoer","/Game/Characters/Companions/Companion_05/Beach/SK_Companion_05_Beach.SK_Companion_05_Beach","","/Game/Characters/Companions/Companion_05/Beach/AM_Companion_05_Beach_Walking_Anim.AM_Companion_05_Beach_Walking_Anim","/Game/Characters/Companions/Companion_05/Beach/AM_Companion_05_Beach_Alert_Anim.AM_Companion_05_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_14","/Game/Characters/Companions/Companion_06/Default/SK_Companion_06_Default.SK_Companion_06_Default","","/Game/Characters/Companions/Companion_06/Default/AM_Companion_06_Default_Walking_Anim.AM_Companion_06_Default_Walking_Anim","/Game/Characters/Companions/Companion_06/Default/AM_Companion_06_Default_Alert_Anim.AM_Companion_06_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_14_Beachgoer","/Game/Characters/Companions/Companion_06/Beach/SK_Companion_06_Beach.SK_Companion_06_Beach","","/Game/Characters/Companions/Companion_06/Beach/AM_Companion_06_Beach_Walking_Anim.AM_Companion_06_Beach_Walking_Anim","/Game/Characters/Companions/Companion_06/Beach/AM_Companion_06_Beach_Alert_Anim.AM_Companion_06_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_15","/Game/Characters/Companions/Companion_07/Default/SK_Companion_07_Default.SK_Companion_07_Default","","/Game/Characters/Companions/Companion_07/Default/AM_Companion_07_Default_Walking_Anim.AM_Companion_07_Default_Walking_Anim","/Game/Characters/Companions/Companion_07/Default/AM_Companion_07_Default_Alert_Anim.AM_Companion_07_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_15_Beachgoer","/Game/Characters/Companions/Companion_07/Beach/SK_Companion_07_Beach.SK_Companion_07_Beach","","/Game/Characters/Companions/Companion_07/Beach/AM_Companion_07_Beach_Walking_Anim.AM_Companion_07_Beach_Walking_Anim","/Game/Characters/Companions/Companion_07/Beach/AM_Companion_07_Beach_Alert_Anim.AM_Companion_07_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_16","/Game/Characters/Companions/Companion_08/Default/SK_Companion_08_Default.SK_Companion_08_Default","","/Game/Characters/Companions/Companion_08/Default/AM_Companion_08_Default_Walking_Anim.AM_Companion_08_Default_Walking_Anim","/Game/Characters/Companions/Companion_08/Default/AM_Companion_08_Default_Alert_Anim.AM_Companion_08_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_16_Beachgoer","/Game/Characters/Companions/Companion_08/Beach/SK_Companion_08_Beach.SK_Companion_08_Beach","","/Game/Characters/Companions/Companion_08/Beach/AM_Companion_08_Beach_Walking_Anim.AM_Companion_08_Beach_Walking_Anim","/Game/Characters/Companions/Companion_08/Beach/AM_Companion_08_Beach_Alert_Anim.AM_Companion_08_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_17","/Game/Characters/Companions/Companion_01/Default/Idle/CompanionIdle.CompanionIdle","","/Game/Characters/Companions/Companion_01/Default/Walk/CompanionWalk_Anim.CompanionWalk_Anim","/Game/Characters/Companions/Companion_01/Default/Idle/CompanionIdle_Anim.CompanionIdle_Anim","/Game/Characters/Companions/Companion_01/Default/Walk/CompanionWalk_Anim.CompanionWalk_Anim","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_17_Beachgoer","/Game/Characters/Companions/Companion_01/Beach/SK_Companion_01_Beach.SK_Companion_01_Beach","","/Game/Characters/Companions/Companion_01/Beach/AM_Companion_01_Beach_Walking_Anim.AM_Companion_01_Beach_Walking_Anim","/Game/Characters/Companions/Companion_01/Beach/AM_Companion_01_Beach_Alert_Anim.AM_Companion_01_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_18","/Game/Characters/Companions/Companion_02/Default/SK_Companion_02_Default.SK_Companion_02_Default","","/Game/Characters/Companions/Companion_02/Default/AM_Companion_02_Default_Walking_Anim.AM_Companion_02_Default_Walking_Anim","/Game/Characters/Companions/Companion_02/Default/AM_Companion_02_Default_Alert_Anim.AM_Companion_02_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_18_Beachgoer","/Game/Characters/Companions/Companion_02/Beach/SK_Companion_02_Beach.SK_Companion_02_Beach","","/Game/Characters/Companions/Companion_02/Beach/AM_Companion_02_Beach_Walking_Anim.AM_Companion_02_Beach_Walking_Anim","/Game/Characters/Companions/Companion_02/Beach/AM_Companion_02_Beach_Alert_Anim.AM_Companion_02_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_19","/Game/Characters/Companions/Companion_03/Default/SK_Companion_03_Default.SK_Companion_03_Default","","/Game/Characters/Companions/Companion_03/Default/AM_Companion_03_Default_Walking_Anim.AM_Companion_03_Default_Walking_Anim","/Game/Characters/Companions/Companion_03/Default/AM_Companion_03_Default_Alert_Anim.AM_Companion_03_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_19_Beachgoer","/Game/Characters/Companions/Companion_03/Beach/SK_Companion_03_Beach.SK_Companion_03_Beach","","/Game/Characters/Companions/Companion_03/Beach/AM_Companion_03_Beach_Walking_Anim.AM_Companion_03_Beach_Walking_Anim","/Game/Characters/Companions/Companion_03/Beach/AM_Companion_03_Beach_Alert_Anim.AM_Companion_03_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_20","/Game/Characters/Companions/Companion_04/Default/SK_Companion_04_Default.SK_Companion_04_Default","","/Game/Characters/Companions/Companion_04/Default/AM_Companion_04_Default_Walking_Anim.AM_Companion_04_Default_Walking_Anim","/Game/Characters/Companions/Companion_04/Default/AM_Companion_04_Default_Alert_Anim.AM_Companion_04_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_20_Beachgoer","/Game/Characters/Companions/Companion_04/Beach/SK_Companion_04_Beach.SK_Companion_04_Beach","","/Game/Characters/Companions/Companion_04/Beach/AM_Companion_04_Beach_Walking_Anim.AM_Companion_04_Beach_Walking_Anim","/Game/Characters/Companions/Companion_04/Beach/AM_Companion_04_Beach_Alert_Anim.AM_Companion_04_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_21","/Game/Characters/Companions/Companion_05/Default/SK_Companion_05_Default.SK_Companion_05_Default","","/Game/Characters/Companions/Companion_05/Default/AM_Companion_05_Default_Walking_Anim.AM_Companion_05_Default_Walking_Anim","/Game/Characters/Companions/Companion_05/Default/AM_Companion_05_Default_Alert_Anim.AM_Companion_05_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_21_Beachgoer","/Game/Characters/Companions/Companion_05/Beach/SK_Companion_05_Beach.SK_Companion_05_Beach","","/Game/Characters/Companions/Companion_05/Beach/AM_Companion_05_Beach_Walking_Anim.AM_Companion_05_Beach_Walking_Anim","/Game/Characters/Companions/Companion_05/Beach/AM_Companion_05_Beach_Alert_Anim.AM_Companion_05_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_22","/Game/Characters/Companions/Companion_06/Default/SK_Companion_06_Default.SK_Companion_06_Default","","/Game/Characters/Companions/Companion_06/Default/AM_Companion_06_Default_Walking_Anim.AM_Companion_06_Default_Walking_Anim","/Game/Characters/Companions/Companion_06/Default/AM_Companion_06_Default_Alert_Anim.AM_Companion_06_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_22_Beachgoer","/Game/Characters/Companions/Companion_06/Beach/SK_Companion_06_Beach.SK_Companion_06_Beach","","/Game/Characters/Companions/Companion_06/Beach/AM_Companion_06_Beach_Walking_Anim.AM_Companion_06_Beach_Walking_Anim","/Game/Characters/Companions/Companion_06/Beach/AM_Companion_06_Beach_Alert_Anim.AM_Companion_06_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_23","/Game/Characters/Companions/Companion_07/Default/SK_Companion_07_Default.SK_Companion_07_Default","","/Game/Characters/Companions/Companion_07/Default/AM_Companion_07_Default_Walking_Anim.AM_Companion_07_Default_Walking_Anim","/Game/Characters/Companions/Companion_07/Default/AM_Companion_07_Default_Alert_Anim.AM_Companion_07_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_23_Beachgoer","/Game/Characters/Companions/Companion_07/Beach/SK_Companion_07_Beach.SK_Companion_07_Beach","","/Game/Characters/Companions/Companion_07/Beach/AM_Companion_07_Beach_Walking_Anim.AM_Companion_07_Beach_Walking_Anim","/Game/Characters/Companions/Companion_07/Beach/AM_Companion_07_Beach_Alert_Anim.AM_Companion_07_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_24","/Game/Characters/Companions/Companion_08/Default/SK_Companion_08_Default.SK_Companion_08_Default","","/Game/Characters/Companions/Companion_08/Default/AM_Companion_08_Default_Walking_Anim.AM_Companion_08_Default_Walking_Anim","/Game/Characters/Companions/Companion_08/Default/AM_Companion_08_Default_Alert_Anim.AM_Companion_08_Default_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Companion_24_Beachgoer","/Game/Characters/Companions/Companion_08/Beach/SK_Companion_08_Beach.SK_Companion_08_Beach","","/Game/Characters/Companions/Companion_08/Beach/AM_Companion_08_Beach_Walking_Anim.AM_Companion_08_Beach_Walking_Anim","/Game/Characters/Companions/Companion_08/Beach/AM_Companion_08_Beach_Alert_Anim.AM_Companion_08_Beach_Alert_Anim","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Saint","/Game/Characters/NPCs/Saint/SaintNPC/Meshy_AI_Halo_Monk_0130203446_texture.Meshy_AI_Halo_Monk_0130203446_texture","","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Ouroboros","/Game/Characters/NPCs/Ouroboros/Ouroboros/SK_Ouroboros.SK_Ouroboros","","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","true"
"Gambler","/Game/Characters/NPCs/Gambler/Gambler/Meshy_AI_Axe_Wielding_Patriot_0130203714_texture.Meshy_AI_Axe_Wielding_Patriot_0130203714_texture","","","","","(X=0,Y=0,Z=-88)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","false"
"GamblerBoss","/Game/Characters/NPCs/Gambler/Gambler/Meshy_AI_Axe_Wielding_Patriot_0130203714_texture.Meshy_AI_Axe_Wielding_Patriot_0130203714_texture","","","","","(X=0,Y=0,Z=-88)","(Pitch=0,Yaw=-90,Roll=0)","(X=1,Y=1,Z=1)","true","false"
"Hero_1_Stacy","","/Game/Characters/Heroes/Hero_1/Stacy/QuadRetro/SM_Hero_1_Stacy_QuadRetro.SM_Hero_1_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.004106,Y=1.004106,Z=1.004106)","false","true"
"Hero_2_Stacy","","/Game/Characters/Heroes/Hero_2/Stacy/QuadRetro/SM_Hero_2_Stacy_QuadRetro.SM_Hero_2_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.001512,Y=1.001512,Z=1.001512)","false","true"
"Hero_3_Stacy","","/Game/Characters/Heroes/Hero_3/Stacy/QuadRetro/SM_Hero_3_Stacy_QuadRetro.SM_Hero_3_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.001980,Y=1.001980,Z=1.001980)","false","true"
"Hero_4_Stacy","","/Game/Characters/Heroes/Hero_4/Stacy/QuadRetro/SM_Hero_4_Stacy_QuadRetro.SM_Hero_4_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.001942,Y=1.001942,Z=1.001942)","false","true"
"Hero_5_Stacy","","/Game/Characters/Heroes/Hero_5/Stacy/QuadRetro/SM_Hero_5_Stacy_QuadRetro.SM_Hero_5_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.005125,Y=1.005125,Z=1.005125)","false","true"
"Hero_6_Stacy","","/Game/Characters/Heroes/Hero_6/Stacy/QuadRetro/SM_Hero_6_Stacy_QuadRetro.SM_Hero_6_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=0.998525,Y=0.998525,Z=0.998525)","false","true"
"Hero_7_Stacy","","/Game/Characters/Heroes/Hero_7/Stacy/QuadRetro/SM_Hero_7_Stacy_QuadRetro.SM_Hero_7_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.019415,Y=1.019415,Z=1.019415)","false","true"
"Hero_8_Stacy","","/Game/Characters/Heroes/Hero_8/Stacy/QuadRetro/SM_Hero_8_Stacy_QuadRetro.SM_Hero_8_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.001116,Y=1.001116,Z=1.001116)","false","true"
"Hero_9_Stacy","","/Game/Characters/Heroes/Hero_9/Stacy/QuadRetro/SM_Hero_9_Stacy_QuadRetro.SM_Hero_9_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.002794,Y=1.002794,Z=1.002794)","false","true"
"Hero_10_Stacy","","/Game/Characters/Heroes/Hero_10/Stacy/QuadRetro/SM_Hero_10_Stacy_QuadRetro.SM_Hero_10_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.023298,Y=1.023298,Z=1.023298)","false","true"
"Hero_11_Stacy","","/Game/Characters/Heroes/Hero_11/Stacy/QuadRetro/SM_Hero_11_Stacy_QuadRetro.SM_Hero_11_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.001046,Y=1.001046,Z=1.001046)","false","true"
"Hero_12_Stacy","","/Game/Characters/Heroes/Hero_12/Stacy/QuadRetro/SM_Hero_12_Stacy_QuadRetro.SM_Hero_12_Stacy_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=-90.000000,Roll=0)","(X=1.002265,Y=1.002265,Z=1.002265)","false","true"
"Dungeon_SewerSlimeKing","","/Game/Characters/Enemies/Bosses/Dungeon_SewerSlimeKing/QuadRetro/SM_Dungeon_SewerSlimeKing_QuadRetro.SM_Dungeon_SewerSlimeKing_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.392541,Y=2.392541,Z=2.392541)","false","true"
"Dungeon_WebMatriarch","","/Game/Characters/Enemies/Bosses/Dungeon_WebMatriarch/QuadRetro/SM_Dungeon_WebMatriarch_QuadRetro.SM_Dungeon_WebMatriarch_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=1.496510,Y=1.496510,Z=1.496510)","false","true"
"Dungeon_BoneJailer","","/Game/Characters/Enemies/Bosses/Dungeon_BoneJailer/QuadRetro/SM_Dungeon_BoneJailer_QuadRetro.SM_Dungeon_BoneJailer_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.644983,Y=2.644983,Z=2.644983)","false","true"
"Dungeon_BaelFallenChad","","/Game/Characters/Enemies/Bosses/Dungeon_BaelFallenChad/QuadRetro/SM_Dungeon_BaelFallenChad_QuadRetro.SM_Dungeon_BaelFallenChad_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.616497,Y=2.616497,Z=2.616497)","false","true"
"Forest_BrambleTreant","","/Game/Characters/Enemies/Bosses/Forest_BrambleTreant/QuadRetro/SM_Forest_BrambleTreant_QuadRetro.SM_Forest_BrambleTreant_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.620986,Y=2.620986,Z=2.620986)","false","true"
"Forest_MyconidQueen","","/Game/Characters/Enemies/Bosses/Forest_MyconidQueen/QuadRetro/SM_Forest_MyconidQueen_QuadRetro.SM_Forest_MyconidQueen_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.722251,Y=2.722251,Z=2.722251)","false","true"
"Forest_ThornHive","","/Game/Characters/Enemies/Bosses/Forest_ThornHive/QuadRetro/SM_Forest_ThornHive_QuadRetro.SM_Forest_ThornHive_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.700228,Y=2.700228,Z=2.700228)","false","true"
"Forest_BuerVerdantChad","","/Game/Characters/Enemies/Bosses/Forest_BuerVerdantChad/QuadRetro/SM_Forest_BuerVerdantChad_QuadRetro.SM_Forest_BuerVerdantChad_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.643688,Y=2.643688,Z=2.643688)","false","true"
"Ocean_ReefCrabColossus","","/Game/Characters/Enemies/Bosses/Ocean_ReefCrabColossus/QuadRetro/SM_Ocean_ReefCrabColossus_QuadRetro.SM_Ocean_ReefCrabColossus_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=1.761655,Y=1.761655,Z=1.761655)","false","true"
"Ocean_AbyssalJellyfish","","/Game/Characters/Enemies/Bosses/Ocean_AbyssalJellyfish/QuadRetro/SM_Ocean_AbyssalJellyfish_QuadRetro.SM_Ocean_AbyssalJellyfish_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.607559,Y=2.607559,Z=2.607559)","false","true"
"Ocean_DrownedCaptain","","/Game/Characters/Enemies/Bosses/Ocean_DrownedCaptain/QuadRetro/SM_Ocean_DrownedCaptain_QuadRetro.SM_Ocean_DrownedCaptain_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.597380,Y=2.597380,Z=2.597380)","false","true"
"Ocean_FocalorDrownedChad","","/Game/Characters/Enemies/Bosses/Ocean_FocalorDrownedChad/QuadRetro/SM_Ocean_FocalorDrownedChad_QuadRetro.SM_Ocean_FocalorDrownedChad_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.605240,Y=2.605240,Z=2.605240)","false","true"
"Martian_RedSandBehemoth","","/Game/Characters/Enemies/Bosses/Martian_RedSandBehemoth/QuadRetro/SM_Martian_RedSandBehemoth_QuadRetro.SM_Martian_RedSandBehemoth_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.348525,Y=2.348525,Z=2.348525)","false","true"
"Martian_CrystalMantis","","/Game/Characters/Enemies/Bosses/Martian_CrystalMantis/QuadRetro/SM_Martian_CrystalMantis_QuadRetro.SM_Martian_CrystalMantis_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.616666,Y=2.616666,Z=2.616666)","false","true"
"Martian_PlasmaSaucerPrime","","/Game/Characters/Enemies/Bosses/Martian_PlasmaSaucerPrime/QuadRetro/SM_Martian_PlasmaSaucerPrime_QuadRetro.SM_Martian_PlasmaSaucerPrime_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.316731,Y=2.316731,Z=2.316731)","false","true"
"Martian_StolasAstralChad","","/Game/Characters/Enemies/Bosses/Martian_StolasAstralChad/QuadRetro/SM_Martian_StolasAstralChad_QuadRetro.SM_Martian_StolasAstralChad_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.650358,Y=2.650358,Z=2.650358)","false","true"
"Hell_Horseman_Conquest","","/Game/Characters/Enemies/Bosses/Hell_Horseman_Conquest/QuadRetro/SM_Hell_Horseman_Conquest_QuadRetro.SM_Hell_Horseman_Conquest_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.786543,Y=2.786543,Z=2.786543)","false","true"
"Hell_Horseman_War","","/Game/Characters/Enemies/Bosses/Hell_Horseman_War/QuadRetro/SM_Hell_Horseman_War_QuadRetro.SM_Hell_Horseman_War_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.586461,Y=2.586461,Z=2.586461)","false","true"
"Hell_Horseman_Famine","","/Game/Characters/Enemies/Bosses/Hell_Horseman_Famine/QuadRetro/SM_Hell_Horseman_Famine_QuadRetro.SM_Hell_Horseman_Famine_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.797232,Y=2.797232,Z=2.797232)","false","true"
"Hell_Horseman_Death","","/Game/Characters/Enemies/Bosses/Hell_Horseman_Death/QuadRetro/SM_Hell_Horseman_Death_QuadRetro.SM_Hell_Horseman_Death_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.512167,Y=2.512167,Z=2.512167)","false","true"
"Hell_FalseProphet","","/Game/Characters/Enemies/Bosses/Hell_FalseProphet/QuadRetro/SM_Hell_FalseProphet_QuadRetro.SM_Hell_FalseProphet_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.619987,Y=2.619987,Z=2.619987)","false","true"
"Hell_Antichrist","","/Game/Characters/Enemies/Bosses/Hell_Antichrist/QuadRetro/SM_Hell_Antichrist_QuadRetro.SM_Hell_Antichrist_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.622597,Y=2.622597,Z=2.622597)","false","true"
"Hell_GreatDragon","","/Game/Characters/Enemies/Bosses/Hell_GreatDragon/QuadRetro/SM_Hell_GreatDragon_QuadRetro.SM_Hell_GreatDragon_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=2.304608,Y=2.304608,Z=2.304608)","false","true"
"Dungeon_Slime","","/Game/Characters/Enemies/Regular/Dungeon_Slime/QuadRetro/SM_Dungeon_Slime_QuadRetro.SM_Dungeon_Slime_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.928177,Y=0.928177,Z=0.928177)","false","true"
"Dungeon_Skeleton","","/Game/Characters/Enemies/Regular/Dungeon_Skeleton/QuadRetro/SM_Dungeon_Skeleton_QuadRetro.SM_Dungeon_Skeleton_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.985807,Y=0.985807,Z=0.985807)","false","true"
"Dungeon_WebSpider","","/Game/Characters/Enemies/Regular/Dungeon_WebSpider/QuadRetro/SM_Dungeon_WebSpider_QuadRetro.SM_Dungeon_WebSpider_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.684728,Y=0.684728,Z=0.684728)","false","true"
"Dungeon_RabidRat","","/Game/Characters/Enemies/Regular/Dungeon_RabidRat/QuadRetro/SM_Dungeon_RabidRat_QuadRetro.SM_Dungeon_RabidRat_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.610627,Y=0.610627,Z=0.610627)","false","true"
"Dungeon_Bat","","/Game/Characters/Enemies/Regular/Dungeon_Bat/QuadRetro/SM_Dungeon_Bat_QuadRetro.SM_Dungeon_Bat_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.456780,Y=0.456780,Z=0.456780)","false","true"
"Forest_MushroomBrute","","/Game/Characters/Enemies/Regular/Forest_MushroomBrute/QuadRetro/SM_Forest_MushroomBrute_QuadRetro.SM_Forest_MushroomBrute_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.912145,Y=0.912145,Z=0.912145)","false","true"
"Forest_TreantSapling","","/Game/Characters/Enemies/Regular/Forest_TreantSapling/QuadRetro/SM_Forest_TreantSapling_QuadRetro.SM_Forest_TreantSapling_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.902333,Y=0.902333,Z=0.902333)","false","true"
"Forest_ThornImp","","/Game/Characters/Enemies/Regular/Forest_ThornImp/QuadRetro/SM_Forest_ThornImp_QuadRetro.SM_Forest_ThornImp_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.917246,Y=0.917246,Z=0.917246)","false","true"
"Forest_Boar","","/Game/Characters/Enemies/Regular/Forest_Boar/QuadRetro/SM_Forest_Boar_QuadRetro.SM_Forest_Boar_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.622532,Y=0.622532,Z=0.622532)","false","true"
"Forest_Wasp","","/Game/Characters/Enemies/Regular/Forest_Wasp/QuadRetro/SM_Forest_Wasp_QuadRetro.SM_Forest_Wasp_QuadRetro","","","","(X=0,Y=0,Z=0)","(Pitch=0,Yaw=90.000000,Roll=0)","(X=0.928369,Y=0.928369,Z=0.928369)","false","true"
